"topic","text"
"science_fiction","Hal saw in his mind the rest of Earth : Iceland , Greenland , the Caribbean Islands , and the eastern half of South America ."
"humor","It was a `` potboiler '' made on a `` shoestring '' and not the sort of film I like , as all I had to do was look blank and scream a great deal ."
"science_fiction","She would have a year in which to make up her mind , to choose a mate from a list selected by her gapt ."
"science_fiction","He was a good impresser , that Pornsen ."
"science_fiction","On impulse , he flipped up the heat control on his coverall and slid back the hatch of the bubble ."
"humor","He stiffened and rose to his feet ."
"humor","He was forced to wipe his eyes ."
"humor","This nettled the children into the revelation of exact truth , a sacrifice of their secret superiority over grown people , but a victory in the wide fields of perpetration and illegitimate accomplishment ."
"science_fiction","apparently her many torsos , stretched out along the ground , had a greater capacity for retaining the drug than did his body ."
"science_fiction","We all know what the dummies will do '' -- he gestured at the hummocks in which the decorticated men were cradled -- `` and we all know what the new people will ask ."
"science_fiction","It seemed unlikely that her crew , if either of them were alive , could even see the Ariadne , for they were passing her at a distance of nearly a light-year ."
"humor","Now Welch had a pet theory that everyone is guilty of breaking more laws than he ever gets caught at ."
"humor","`` I was just sayin' to him that I'm all ready now for anything else you want done '' ."
"humor","Miss Pulova has a voice that Maria Callas once described as `` like chipping teeth with a screw driver '' , and her round , opalescent face becomes fascinatingly reflective of the emotions demanded by the role of Rosalie ."
"humor","This evening , they were pushed in from the breakfast room , with odds and ends of dessert distributed over them ."
"science_fiction","Macneff stopped pacing to stare at Hal with his pale blue eyes ."
"humor","But this is a public park and it's a city ordinance that the statues cannot be crawled on '' ."
"science_fiction","Here they would lie in suspended animation for many years ."
"science_fiction","`` I feel fine ! !"
"science_fiction","But we never know how long a scene is going to take '' ."
"humor","It isn't what the ideologist believes in , but what he hates , that puts the world in jeopardy ."
"science_fiction","Her friends and professional associates would sympathize with her , not because she had lost a beloved husband , but because she had been married to a man who thought unrealistically ."
"science_fiction","Others admitted he was absolutely correct -- he never slept ."
"humor","Fourteen of the sculptures you took possess properties of a most curious and terrifying nature , as you will observe when your limbs begin to wither and your hair falls out in patches ."
"humor","My object , rather , is to alert you to an aspect or two of the affair that could have the gravest implications for you , far beyond the legal sanctions society might inflict ."
"humor","So much for the tiresome facts , as familiar to you , I'm sure , as to the constables and state troopers who followed in your wake ."
"humor","He said he was the lonely type and working in a cellar you saw funny things coming out of the cracks in the wall if they wasn't nobody with you ."
"science_fiction","`` I wasn't planning on jumping you ."
"science_fiction","`` Some can be lonely in a crowd '' , Nogol said elaborately ."
"science_fiction","Ekstrohm nudged it with a boot ."
"humor","Reverently and raised their eyes , as if they were at a loss to describe how they felt about Kafka , which they were , because they had no opinions about Kafka , not having read Kafka ."
"science_fiction","I can talk ."
"science_fiction","This has got to be some kind of local phenomenon ."
"science_fiction","His chelas were required to assume the matsyendra posture dressed in hand-woven diapers while he read aloud from Rig-Veda and an assistant guru examined their purses in another room -- nothing was stolen ; ;"
"science_fiction","`` Where do you get off , Ryan '' ? ?"
"humor","That was why he hadn't been able to finish the porch ."
"humor","The innocence that they tried to conceal at the beginning is clearly destroyed forever when one of them , asking for a piece of lemon-meringue pie , gets a plate of English muffins instead ."
"humor","When a customer asked for alligator shoes , she said , `` What size is your alligator '' ? ?"
"science_fiction","For their purposes , oxygen and other gases were not drawn from the surrounding atmosphere through the medium of lungs but sustained artificially by solution in their shells ."
"humor","And , when the slat finally shatters , we see him count the fragments , all the while muttering , `` He loves me , he loves me not '' ."
"humor","In time , these minor manifestations will multiply and effloresce , riddling you with frambesia , the king's evil , sheep rot , and clonic spasm , until your very existence becomes a burden and you cry out for release ."
"science_fiction","There was no longer any need to hide ."
"humor","Francesca and Herbert were among the few people we knew in Catatonia ."
"science_fiction","He had to hide it ."
"science_fiction","`` Hesperus '' ? ?"
"science_fiction","Suspicion wasn't new to him at all ."
"humor","It all seemed rather hopeless ."
"humor","They had to be told that one ."
"humor","He kissed her back ."
"humor","Additionally , since you're going to be hors de combat pretty soon with sprue , yaws , Delhi boil , the Granville wilt , liver fluke , bilharziasis , and a host of other complications of the hex you've aroused , you mustn't expect to be lionized socially ."
"humor","`` Just barely '' , he said , and repeated his paraphrase : `` The time has come '' , the walrus said , `` To speak of manic things , Of shots and shouts , and sealing dooms Of commoners and kings '' ."
"humor","Moreland went over to stare at his peacocks again , and then came back and sat down , restively ."
"science_fiction","if Mike had had a finger in it , he had gotten away with it -- and what happened to supreme bishops worried Jubal not at all as long as he wasn't bothered ."
"humor","They were clumsy , but they were beginning to catch on ."
"science_fiction","their mutual torture would be over ."
"science_fiction","`` Is that the name for the needle '' ? ?"
"science_fiction","But to the infuriation of scientists , for no known reason not all of them did ."
"science_fiction","It seemed almost a magnification of the Galaxy itself , of the Milky Way , blown up by some master photographer ."
"humor","Her uniform was of rich , raw silk , in a shade which matched her hair , skin , housepaint , and cats , and since she was so thin as to be almost shapeless , she rather resembled a frozen fish stick ."
"humor","Another brand of indefinite reference arises out of the use of the double verb ."
"humor","Evidently Bill was another of those men who simply don't understand women ."
"humor","The sentimental pure heart of Galahad is gone with the knightly years , but I still believe in the heart of the George Meredith character that was not made of the stuff that breaks '' ."
"humor","The Dharma Dictionary , a list of highly unusual terms used in connection with Eurasian proto-senility cults ."
"humor","An old-fashioned mother said to her modern daughter , `` You must have gotten in quite late last night , dear ."
"humor","No matter if your children are at the movies , in school , visiting their grandmother , or on a field trip in some distant city , they will be upon you magically within seconds after you pick up the phone ."
"humor","I hated being dragged into the salons of these aristocrats ."
"science_fiction","The word `` church '' which turned up over and over again among Jubal's words gave him knotty difficulty ; ;"
"humor","Grazie had a small , slick head and her hair and skin were the color of golden toast ."
"humor","The savage barbarian hordes of red Russian Communism descended on the Athens that was mighty Metronome , sacking and despoiling with their Bolshevistic battle cry of `` Soak the rich ' ! !"
"humor","Never once did he buy me a single gift and for our third anniversary he gave me a dislocated jaw ."
"humor","Louise climbed onto a stool and clutched the hand with which I was trying to hold the phone , claiming my immediate attention on grounds of extreme emergency ."
"humor","My heart was not in it , but , oddly enough , it remains the most financially successful picture of my career ."
"science_fiction","`` You mean a game with cards '' ? ?"
"humor","`` They're not dessert ! !"
"humor","`` You think the Russians are getting ahead of us in comedy '' ? ?"
"humor","`` Well '' , he said , `` got your man fixed up nice down there ."
"humor","Letch had returned from his debacle unrepentant and more badly behaved than before ."
"science_fiction","He felt a puppyish need for company as strong as his earlier necessity for quiet ."
"science_fiction","Mary was as frozen below the navel as he ."
"science_fiction","Now comes this ! !"
"science_fiction","Oh ! !"
"science_fiction","`` Animals ."
"humor","Naturally , Viola had no wish to remain , but she felt she couldn't leave so soon after her arrival , in all politeness to her host ."
"science_fiction","`` No one has come ."
"humor","Fing , a lean , chiseled , impeccable gentleman of the old school who was once mistaken on the street for Sir Cedric Hardwicke , is responsible for the rediscovery of Verdi's earliest , most raucous opera , Nabisco , a sumptuous bout-de-souffle with a haunting leitmotiv that struck me as being highly reminiscent of the Mudugno version of `` Volare '' ."
"science_fiction","He threw off the light blanket and swung his feet off the bunk , to the floor ."
"humor","I never thought I'd live to hear people chuckle and say `` zounds '' ! !"
"science_fiction","and it was getting bigger rapidly ."
"science_fiction","But where was it going ? ?"
"humor","As Charles Evans Hughes said , `` Miss Poitrine's limitations as an actress are exceeded only by her logic as a litigant '' ."
"science_fiction","Get Happy , junior '' ! !"
"humor","Once he disposed of these items which screamed so harshly for attention , he could undertake the things which really counted ."
"humor","Mr. Blatz sat down in the only unoccupied kitchen chair ."
"humor","Each time Letch `` went up '' in his `` lines '' , I was the one to be patient , helpful and apologetic while he indulged in outbursts of temperament , profanity and abuse , blaming others , going into `` sulks '' and , on more occasions than I care to count , storming off the `` set '' for the rest of the day ."
"science_fiction","`` Of course '' ."
"science_fiction","A painful stab hit him in the abdomen ."
"science_fiction","Well , it has to happen ."
"humor","They could be done or left undone and nobody really gave a damn ."
"science_fiction","But what was there to do ? ?"
"humor","Her first day at work she was puzzled by an entry in the doctor's notes on an emergency case ."
"science_fiction","`` Of the humans we left at the equator , one has discorporated and the others are sad '' ."
"science_fiction","Now I can only write , and that only when I get out of pain ."
"humor","Samples : He walked in upon her invitation ."
"humor","We didn't even know them till about a month after we moved -- at that time , they had called on us , after I met Fran at a PTA meeting , and had taken us in hand socially ."
"humor","`` I am '' , he said ."
"science_fiction","`` Tell me more , Sandalphon '' ."
"science_fiction","`` For instance , Hesperus agreed to help me find my property , and I agreed to take him to Earth ."
"science_fiction","It was a startling , almost numenous sight ; ;"
"humor","He evolved programs that plumbed new depths of bathos and besmirched whole networks , and quickly superseded his boss ."
"science_fiction","He forgot the order ."
"humor","The three Indian brass deities , though -- Ganessa , Siva , and Krishna -- are an altogether different cup of tea ."
"science_fiction","If the investigation committee spent months digesting the thoughtful food served them at the Laboratory School , they left Helva with a morsel as well ."
"science_fiction","That was almost worse than the first time '' ."
"humor","An excited woman was making an emergency call over the phone : `` Doctor , please come over right away ."
"humor","Thus committed , action might follow ."
"humor","and she would snatch the finger-held half of the radish out to where she could inspect it ."
"humor","This brief resume hardly does the book justice , but I heartily recommend it to all those who are engages with the major problems of our time ."
"science_fiction","Ekstrohm cleared his throat ."
"humor","The daughter replied , `` Oh , I had dinner with -- well , you don't know him but he's awfully nice -- and we went to a couple of places -- I don't suppose you've heard of them -- and we finished up at a cute little night club -- I forget the name of it ."
"science_fiction","`` Receiving '' ."
"humor","Then there was the caterer's ad which read : `` are you getting married or having an affair ? ?"
"humor","Very peculiar retribution indeed seems to overtake such jokers ."
"humor","who were more ingratiating than gracious , more personalities than persons ."
"humor","It turned out to be a life of Martin Luther , of all things ! !"
"humor","`` No '' , she smiled , `` objected '' ."
"science_fiction","`` I don't know , Stormy ."
"humor","I realized that Hamlet was faced with an entirely different problem , but his agony could have been no greater ."
"humor","What you were looking for ( unless you make a hobby of collecting old tennis rackets and fly screens ) eludes me , but to judge from phonograph records scattered about a fumed-oak Victrola ."
"humor","`` Too many of our writers seem to be interested only in creatures that crawl out of the woodwork or from under the rock '' ."
"humor","`` There '' , said Mr. Mills ."
"science_fiction","Her permanent titanium shell was recessed behind an even more indestructible barrier in the central shaft of the scout ship ."
"science_fiction","They walked from midnight to noon , noon to midnight , and came to the beast sprawled on its side ."
"science_fiction","Mercer , despite his happiness , wept a little at the strange fate of B'dikkat ."
"humor","For example , probably very few people know that the word `` visrhanik '' that is bantered about so much today stems from the verb `` bouanahsha '' : to salivate ."
"science_fiction","Yet , if he used all of the little means at his disposal , he would be instructing his students wrongly ."
"humor","They had protested that that wasn't any surprise ."
"humor","Then , noting neither the absence of his footwear nor the presence of the rosebuds , he made his way to the Byzantine room and , with his usual dignity , mounted the rostrum ."
"humor","Perhaps he had better have someone help him put up the pegboard and build the workbench -- someone who knew what he was about ."
"science_fiction","`` What's a ' scene ' '' ? ?"
"science_fiction","Therefore to Helva , the problem that she couldn't open her mouth to sing , among other restrictions , did not bother her ."
"humor","`` It was only the other day that I saw something of yours , about something or other , in some magazine '' ."
"humor","No ."
"science_fiction","The instruments don't show them '' ."
"humor","A woman met a famous author at a literary tea ."
"science_fiction","Time had no meaning ."
"humor","`` What's the name of his other leg '' ? ?"
"science_fiction","Ekstrohm was startled in the morning by a banging on the hatch of his bubble ."
"science_fiction","He was the dormitory gapt when I went to college and thought I was getting away from him ."
"humor","It-wit is a misnomer because it covers slips as well as wit ."
"humor","Stopping the cars at a fork in the road , he got out , paced off a certain distance to a spot between two shrub-covered sand hills , and indicated a location ."
"science_fiction","We all know when it is going to happen ."
"science_fiction","He hesitated ."
"humor","I knew that both these cynics were waiting with impatience for the dramatic moment when Viola was called to the stand ."
"science_fiction","Ryan told him what he could do then ."
"humor","Mr. Crumb was laid up with a bad cold ."
"humor","it is manic as a man '' ."
"science_fiction","There was no dream of escape for these people ."
"science_fiction","The secret little corner of his mind , which stayed sane through happiness and pain , made him wonder about B'dikkat ."
"humor","The collective by which I address you in the title above is neither patronizing nor jocose but an exact industrial term in use among professional thieves ."
"humor","And I found a radish ."
"science_fiction","`` Your brothers have been found ."
"science_fiction","The system of indicating gender varied according to tense ."
"humor","Now the Czarship had not affected my own sense of social values , but Mother had attained a reflected glory through it , which had opened the doors of Los Angeles-Pasadena Society to her ."
"humor","'' I thought , and wondered what kind of homesteads such odd pioneers would establish in this suburban frontier ; ;"
"science_fiction","She instinctively regulated her `` sight '' until the skin lost its cratered look and the pores assumed normal proportions ."
"science_fiction","Ekstrohm lay in his bunk and listened to the sounds of the night on Yancey-6 138 ."
"science_fiction","Her subject was large -- a copy of the Last Supper -- and her canvas , small -- the head of a tiny screw ."
"humor","In recent years gagwriters have discovered this brand of blunder and thus the misplaced modifier has acquired a new habitat in the gagline ."
"humor","Welch was wild with delight ."
"humor","The sound mockery of sheep is like the salubrious horse laugh '' ."
"humor","I couldn't feel at home among them ."
"science_fiction","He spoke through the public address box built into the cabin , and his gigantic voice roared out over the empty plain , so that the pink herd of talking people stirred gently in their happiness and wondered what their friend B'dikkat might be wanting to tell them ."
"humor","Then , my mother blushed at this small lie ; ;"
"science_fiction","`` Well '' , remarked one gentleman who had been forced to accompany his wife , `` the good Lord can eat where angels fear to tread '' ."
"science_fiction","She lived and was given a name ."
"science_fiction","Presently his water brother said breathlessly ."
"science_fiction","The surveyor looked sidewise at the captain ."
"humor","We now have not only what has been called over here the comedy of menace but we also have horror jokes , magazines known as Horror Comics , and sick comedians ."
"science_fiction","Suppose it is something right on the planet , native to it ."
"science_fiction","Eternity is no time for recriminations ."
"science_fiction","`` Mike ? ?"
"science_fiction","`` You need a linguist '' ? ?"
"humor","`` If you saw the drama called Rhinoceros '' , I said , `` think of the effect it would have on an audience of rhinos when the actor on stage suddenly begins turning into a rhinoceros ."
"humor","The terms are fairly safe to use on this side of the ocean , but before you start spouting them to your date , it might be best to find out if he was a member of Major Pockmanster's Delhi Regiment , since resentment toward the natives was reportedly very high in that outfit ."
"science_fiction","Macneff raised his hands apologetically and said , `` You are horrified , of course ."
"science_fiction","She was ready for her great adventures and the arrival of her mobile partner ."
"science_fiction","If I get a low M. R. , I do so because I want it that way or my dark self does ."
"science_fiction","Almost the whole experience of mankind pointed toward suspicion , not trust , as the safest and sanest attitude toward all outsiders ."
"science_fiction","Helva's civilization was not without busy , do-good associations , exploring possible inhumanities to terrestrial as well as extraterrestrial citizens ."
"science_fiction","`` Suppose it was not us that killed these aliens ."
"humor","In our age of Science and Angst it seems to me more brave to stay on Earth and explore inner man than to fly far from the sphere of our sorrow and explore outer space '' ."
"science_fiction","Each man had a bubble to himself , privacy after the long period of enforced intimacy on board the ship ."
"science_fiction","the Old Ones have cherished him '' ."
"humor","On their way , they stopped at every gas station along the main boulevards to question the attendants ."
"science_fiction","But he was looking forward to snow -- seeing for himself that each tiny crystal of the water of life was a unique individual , as he had read -- walking barefoot , rolling in it ."
"humor","Journalism supplies us with an endless run of such slips ."
"humor","A little later the district attorney woke up , emerged from under the couch , looked at his watch , and realized he had an engagement that very hour to address a meeting of the Culture Forum on `` The Civic Spirit of the Southland '' , in the Byzantine room of the hotel where his wife , as president of the forum , was to preside ."
"science_fiction","Why accuse a shipmate of being behind this '' ? ?"
"science_fiction","First I've got to intercept my brothers before they get any deeper into trouble ."
"science_fiction","When she awoke , she was the ship ."
"humor","Marcellus , the hero , is beset from all sides by the problems of approaching manhood ."
"humor","Every new scandal which would provide more `` copy '' for Marshall's pen would thus mean more publicity for Welch ."
"science_fiction","Her initial intelligence tests registered above normal and her adaptation index was unusually high ."
"science_fiction","`` Then maybe it was the shockwave we set up ."
"humor","In them , there is usually a group of Anglo-Americans with tragicomic problems , worthy of being explored either in the novel or in the play or in comedy and satire '' ."
"science_fiction","It took him a few seconds to put his thoughts in order , and then he got up from the bunk where he had been resting , sleeplessly ."
"humor","Since the latter obviously require an audacity you do not possess , you may perhaps suppose that I am taunting you as socially inferior ."
"humor","And at three different times during our turbulent marriage strange girls , with the commonest of accents , telephoned to announce to me that Letch had sired their unborn children ! !"
"humor","Have you ever heard of Thuggee ? ?"
"science_fiction","there was much to grok , loose ends to puzzle over and fit into his growing -- all that he had seen and heard and been at the Archangel Foster Tabernacle ( not just cusp when he and Digby had come face to face alone ) why Bishop Senator Boone made him warily uneasy , how Miss Dawn Ardent tasted like a water brother when she was not , the smell of goodness he had incompletely grokked in the jumping up and down and wailing --"
"science_fiction","His heart , he discovered , was pounding ."
"science_fiction","the purpose was less immediate ."
"humor","`` You ought to shake '' , Arlene advised them ."
"science_fiction","`` I was lonely always '' ."
"humor","Practically the only enthusiasm they showed was when they were discussing `` names '' ; ;"
"humor","He was very rude ."
"humor","My mother constituted herself the voice of all of us ."
"science_fiction","Sigmen himself must have foreseen it ."
"humor","`` Imagine being able to laugh and wink when you're like the top part of that picture frame at home '' , one of them said ."
"humor","Arlene had taught them a new way to have fun in their little private area ; ;"
"science_fiction","These members would then unthaw the rest of the personnel ."
"humor","In matters of exact information , that kept her one step behind developments ; ;"
"humor","He was bitter and resentful toward her , personally resentful ."
"science_fiction","The lady's eyes , unmagnified , bugged out ."
"science_fiction","he had a time keeping the tears from welling to his own eyes as he stood in the crowd in the observation dome ."
"science_fiction","Said Hal ."
"humor","It all did look very efficient and shipshape ."
"humor","`` Such as '' ? ?"
"science_fiction","Instead of kicking feet , Helva's neural responses started her wheels ; ;"
"science_fiction","For Helva was destined to be the `` brain '' half of a scout ship , partnered with a man or a woman , whichever she chose , as the mobile half ."
"science_fiction","There were unclaimed square miles of seating space around them , but he appreciated the kindliness of her gesture none the less ."
"humor","He was laughed off the screen ."
"science_fiction","The sail was still unfurled , though there were a good many holes in it , as Langer had predicted would be the case by now ."
"humor","One of the children maneuvered out of range of the poking index finger ."
"humor","not Blanche ."
"science_fiction","Always before , it had taken five minutes to --"
"humor","A verse familiar to all grammarians is the quatrain : `` I saw a man once beat his wife When on a drunken spree ."
"science_fiction","All the dead animals laying around the ship '' ."
"science_fiction","Perhaps , even , though this is too much to wish , find the Forerunner himself '' ? ?"
"humor","She would try to see over the bulge of her cheeks and somewhat under her teeth to the place where she was biting ."
"humor","If you are thinking of giving him a berth , be sure to make it a wide one '' ."
"humor","Although it was a mere fragment of the victim's remains , it was enough ."
"humor","`` Bananas '' ! !"
"science_fiction","Some doctors had informed him he was mistaken about this ."
"science_fiction","Fosterite bishops , after secret conclave , announced the Church's second Major Miracle : Supreme Bishop Digby had been translated bodily to Heaven and spot-promoted to Archangel , ranking with-but-after Archangel Foster ."
"humor","This saleslady was a failure in the dress department and was transferred to the shoe department ."
"science_fiction","He could see in almost total darkness ."
"humor","`` The heart '' , I said finally , `` is now either in the throat or the mouth or the stomach or the shoes ."
"science_fiction","These critters went real sudden '' ."
"humor","I discovered that the girls had shrewdly vacated the kitchen , and were playing quietly in the living room ."
"science_fiction","`` Hesperus and Lucifer '' , Jack said , `` show that we do '' ."
"humor","For it seems that Barco , fancying himself a ladies' man ( and why not , after seven marriages ? ?"
"humor","Leaving the theatre after the performance , I had a flash of intuition that life , after all ( as Rilke said ) , is just a search for the nonexistent cup of hot coffee , and that this unpretentious , moving , clever , bitter slice of life was the greatest thing to happen to the American theatre since Brooks Atkinson retired ."
"science_fiction","`` Yes , we have quite a few years of voice training , madam '' , remarked Helva calmly ."
"science_fiction","They could still read the opening : `` Once , I was like you , stepping out of my window at the end of day , and letting the winds blow me gently toward the place I lived in ."
"humor","I was saved from making the decision as the phone rang , and the girls were upon me instantly ."
"science_fiction","Did not the Forerunner predict in his Time and the World Line that such a planet would be found ? ?"
"science_fiction","She asked hopefully , as she recognized the Scout Service uniform ."
"humor","`` There's something here '' ! !"
"humor","a lovely Epiphany party at Errol Flynn's , on which sacred occasion Letch stole away with an unknown `` starlet '' , leaving me `` high and dry '' to get home as best I could ."
"science_fiction","`` No helmets '' , the captain answered ."
"humor","It might be that certain people were born with a compulsion to complicate their lives , while others could live blissfully motionless almost indefinitely , like lizards in the sun , too indolent to blink their eyes ."
"humor","According to the myth , Old Order then vanishes at stage left and reappears at extreme stage right , but Director Shuz skillfully sidesteps the rather gooshey problem of stage effects by simply having Miss Arapacis walk across the stage ."
"science_fiction","`` Oh '' ."
"humor","Add things as you find you need 'em '' ."
"humor","Her presence only made Letch more distant and irritable and , in the hurry of buying Chateau Belletch , I had neglected to consider a room for Baby-dear , so there was no place to put her , anyhow ."
"science_fiction","They are on their way here '' ."
"humor","The other remarked , in a happy laughter , `` That's a funny old horse '' ."
"humor","I called the other afternoon on my old friend , Graves Moreland , the Anglo-American literary critic -- his mother was born in Ohio -- who lives alone in a fairy-tale cottage on the Upson Downs , raising hell and peacocks , the former only when the venerable gentleman becomes an angry old man about the state of literature or something else that is dwindling and diminishing , such as human stature , hope , and humor ."
"science_fiction","But since he had failed to anticipate it , he lost the five minutes anyhow , in plotting an intercept orbit ."
"science_fiction","You shouldn't have tried to ."
"humor","The misplaced modifier is another species more honored in the observance of obscurity than in the breach ."
"science_fiction","The many-bodied girl lay near him ."
"science_fiction","Had there been another `` brain '' ship at the Base at the moment , Helva would have been guided to make the first move ."
"science_fiction","In the meantime he was pleased with the warm night and the still more pleasing company of his water brother ."
"science_fiction","Ryan asked ."
"science_fiction","Jubal would not have minded it if service had not gone to pieces ."
"science_fiction","A ship run by a human brain could not run rogue or insane with the power and resources Central had to build into their scout ships ."
"science_fiction","Mercer thought that she looked very distinguished and charming ."
"humor","And yet it is not ."
"humor","`` Just you wait '' , said Arlene again , as though she were discovering the pleasantly tingling insinuations of that handy little sturdy statement ."
"humor","`` They require , for existence , a brave spirit and a high heart , and where do you find these ? ?"
"humor","He asked ."
"science_fiction","Acquiring a repertoire from the Laboratory library was no problem to one trained to perfect recall ."
"humor","`` Senator '' , said an interviewer , `` your constituents can't understand from your speech last night just how you stand on the question '' ."
"humor","The effect on the intellectuals among his audience may well be imagined ."
"humor","This is not unlike the order received by the sergeant of an army motor pool : `` Four trucks to Fort Mason gym , 7:30 tonight , for hauling girls to dance ."
"humor","`` You do '' ? ?"
"science_fiction","The dice were cast ."
"humor","`` No '' , he said ."
"humor","Ridiculous '' ! !"
"science_fiction","`` I get no readings from them at all ."
"humor","Mr. Blatz was already taking measurements for a shelf above the kitchen sink ."
"science_fiction","Helva's hum then had a curious vibrancy , a warm , dulcet quality even in its aimless chromatic wanderings ."
"humor","Mr. Crombie poked at it gingerly with his foot ."
"science_fiction","He endured the ministrations of the dromozoa without screams or movement ."
"science_fiction","Yet there was some precedent for it ."
"humor","He didn't even ask the cost of this collection ."
"science_fiction","Had he decided , perhaps , that the center of the cloud was a center of government , instead of a center of life and faith '' ? ?"
"science_fiction","This is not wholly a reasoning process -- a computer cannot do it all -- and even in an Angel it takes time ."
"humor","These are but a sampling of the insults I endured ."
"science_fiction","Ekstrohm never slept ."
"science_fiction","Upon reaching the desired speed , the automatic equipment would cut off the drive , and the silent but not empty vessel would hurl towards the star which was its journey's end ."
"humor","Readers of the Reader's Digest are familiar with such items which often appear in its lists of verbal slips , like the ad in a California paper that advertised `` House for rent ."
"humor","But since the gourmet insisted that it is done that way at the most fashionable dinners , the girl reluctantly agreed ."
"science_fiction","Mercer smiled at her through his happiness ."
"science_fiction","Love to you , my ward '' ."
"humor","It has identified itself with the very tension and terror it once did so much to alleviate ."
"humor","Whether the pair of Sudanese ivory carvings you lifted really possess the juju to turn your livers to lead , as a dealer in Khartoum assured me , I am not competent to say ."
"science_fiction","Fuming , helpless , he watched them pass him ."
"humor","But the discussion was academic ."
"science_fiction","In the meantime , we might be thinking on the problem all these dead beasts represent ."
"science_fiction","`` Okay , I'm Happy ."
"humor","They had honeymooned in Rome ; ;"
"humor","Needless to say , I was furious at this unparalleled intrusion upon free enterprise ."
"humor","everyone was very high on Rome that year ."
"humor","Her upper lip lifted slightly ."
"science_fiction","He was my gapt in the creche ."
"science_fiction","`` We misjudged you '' , he said slowly ."
"science_fiction","From here on out , the Ariadne was going to be hotter than any space cruiser man had ever dreamed of ."
"science_fiction","Maybe because they have had virtually no radioactive exposure and don't have any R's stored up , they could take a lot without harm '' ."
"humor","But he was always persuaded out ."
"humor","Each had developed a hair-trigger chuckle and the habit of saying `` zounds '' ! !"
"humor","Welch wanted to know why ."
"humor","Somehow managing to get out a cool , poised , `` Won't you hold on a second , please '' , I covered up the mouthpiece , and with more warmth and less poise , gave a quick lecture on crime and punishment , mostly the latter , including Devil's Island and the remoter reaches of Siberia ."
"science_fiction","I thought perhaps there were no partners available and I've had no directives from Central '' ."
"humor","`` Imagine you won't get your allowance if you're caught not smiling -- or smiling with your lips trembling too much '' , Arlene suggested ."
"science_fiction","There was a keening of wind , and a cracking of the frozen ground ."
"humor","This could be told chiefly from a sort of head-tossing and prancing , a horselike balkiness of demeanor ."
"humor","It seemed , indeed , that their house was not so much a home , but rather a perfect stage set , and that they were actors who had been handed fat roles in a successful play , and had talent enough to fill the roles competently , with nice understatement ."
"science_fiction","Of course ."
"science_fiction","But I might have known ! !"
"humor","Why in the world couldn't he live in one place the way everyone else seemed to ? ?"
"humor","Barco , his state of apprehension gone , never to return , had assumed a matter-of-factness which remained his principal attitude from that time on ."
"science_fiction","Statistical average and all ."
"humor","`` We no longer have Tom Moore's and Longfellow's ' heart for any fate ' , either '' , I said ."
"humor","Those were especially the ones that all other grownups laughed at loudest ."
"humor","This clergyman should have referred to Shakespeare's dictum : `` So-so is a good , very good , very excellent maxim ."
"science_fiction","Out of that agreement , though not by any easy road , eventually emerged the present world hegemony of the United Nations ; ;"
"science_fiction","`` The planet is very low in radiation from mineral deposits , and the atmosphere seems to shield out most of the solar output ."
"science_fiction","The Earthmen made camp outside the spaceship ."
"science_fiction","Mercer never noticed the needle touch his arm ."
"science_fiction","`` But the third ship came back several years ago and reported ''"
"humor","Heywood Broun wrote : `` Belle Poitrine is the most original thinker since Caligula '' , and even F.D.R. had to concede that `` if the rest of this nation showed the foresight and patriotism of Miss Poitrine , America would rapidly resemble ancient Babylon and Nineveh '' ."
"humor","He made his way to his host's bedroom where he carefully brushed himself off , neatly arranged his hair , and painstakingly selected his hat from the many on the bed ."
"science_fiction","Ekstrohm walked through the alien glass and looked up at the unfamiliar constellations , smelling the frozen sterility of the thin air ."
"humor","Up to date , however , his garden was still more or less of a mess , he hadn't even started his workshop and if there was a meadow pond in the neighborhood he hadn't found it ."
"humor","But , at the beginning , this stayed just in the air ."
"humor","There was to be roast chicken with dressing , giblet gravy , asparagus , new peas with a sprig of mint , creamed onions , and mashed potatoes -- all chosen , prepared , and cooked by Viola herself ."
"science_fiction","A colossal campaign opened to sell more sexual organs of plants and Mrs. Joseph ( `` Shadow of Greatness '' ) Douglas was quoted as saying : `` I would no more sit down without flowers on my table than without serviettes '' ."
"humor","a `` splash party '' at the new pool , which I had built in the hope of keeping Letch away from public beaches , when Letch and a certain Aquacutie stayed underwater together for the better part of an hour ; ;"
"science_fiction","He turned back to the screens , the crucial , conclusive phrase on his lips ."
"science_fiction","The ship always chose its own partner ."
"science_fiction","It might have been several days ."
"humor","Instead of being depressed by this news , Mr. Crombie was actually relieved ."
"science_fiction","`` Well , let's take a ground-level look at the country around here '' ."
"humor","But it was small consolation ."
"science_fiction","`` Warm enough to swim -- real Indian summer ."
"science_fiction","`` All you have to do is ask '' , he retorted hopefully ."
"science_fiction","The expense and time involved are astronomical ."
"science_fiction","In his great and glorious wisdom , he knew that our enemies the Israelites must not be able to read therein what we planned '' ."
"science_fiction","They curl up and die at the sight of something strange and alien -- like a spaceship '' ."
"science_fiction","`` Fine '' ."
"humor","I said ."
"science_fiction","`` Yes ."
"humor","`` But you must have heard it said that the drawing-room disappeared forever with the somnolent years of James and the antic heyday of Coward ."
"science_fiction","`` Forgive me , Sandalphon '' , said Hal ."
"humor","I made plans for the afternoon -- doing the breakfast and luncheon dishes all at once , making the beds , and then maybe painting the kitchen ."
